idcuenta,moneda,saldo,estado
1879,Yuan Renminbi,618381.15,True
1880,Euro,1750571.09,True
1881,Zloty,1812598.54,False
1882,Yuan Renminbi,18950.82,True
1883,Koruna,1559735.72,False
1884,Peso,517329.18,False
1885,Rupiah,1183118.91,False
1886,Rupiah,1812908.65,True
1887,Real,1990418.11,False
1888,Sol,30372.56,True
1889,Franc,1756893.91,True
1890,Ruble,878245.05,True
1891,Dollar,,False
1892,Boliviano,506607.56,True
1893,Rupiah,650093.14,True
1894,Koruna,1157352.73,True
1895,Euro,1160764.7,False
1896,Pound,333190.9,True
1897,Peso,418781.75,False
1898,Dollar,1902022.53,True
1899,Manat,317513.59,True
1900,Dinar,1300032.56,False
1901,Rupiah,1590739.62,False
1902,Ruble,901004.77,
1903,Zloty,891668.11,False
1904,Yuan Renminbi,294067.75,False
1905,Yuan Renminbi,352711.07,True
1906,Zloty,629777.2,True
1907,Euro,626353.98,False
1908,Yuan Renminbi,1280398.75,
1909,Rupiah,1244074.21,False
1910,Rupiah,243414.96,True
1911,Tenge,1367153.88,
1912,Euro,19695.18,True
1913,Sol,,True
1914,Rupiah,1349046.66,True
1915,Rupiah,1741786.54,
1916,Sol,1949161.78,True
1917,Dollar,1166686.38,True
1918,,393368.57,True
1919,Euro,400932.66,False
1920,Franc,1823138.75,True
1921,Rupee,720095.04,False
1922,Krona,880625.22,True
1923,Zloty,1855285.99,True
1924,Dinar,1421260.3,True
1925,Euro,1298463.98,True
1926,Euro,398302.01,True
1927,Euro,346273.94,
1928,Yuan Renminbi,307794.88,False
1929,Naira,71069.58,
1930,Yuan Renminbi,586455.28,True
1931,Yuan Renminbi,1090109.99,True
1932,Real,273166.85,False
1933,Euro,1519431.14,False
1934,Yuan Renminbi,638800.98,True
1935,Baht,569426.53,True
1936,,1710093.73,True
1937,Krona,1464446.76,
1938,Rupiah,813590.07,False
1939,Peso,288621.84,True
1940,Rupiah,218790.13,False
1941,Manat,1102117.74,False
1942,Ruble,1859852.34,False
1943,Peso,1561446.79,True
1944,Euro,245476.38,False
1945,Balboa,1752571.77,True
1946,Yuan Renminbi,977176.39,True
1947,Dollar,955684.92,False
1948,Pound,1905080.55,False
1949,Dong,1115903.2,True
1950,Zloty,818897.8,True
1951,Ringgit,1390786.01,False
1952,Yen,1487512.99,False
1953,Shekel,1454792.92,False
1954,Franc,185093.94,True
1955,Ruble,,True
1956,Rupiah,690180.74,False
1957,Yuan Renminbi,908600.85,False
1958,Rupiah,213064.27,False
1959,Krona,556281.36,False
1960,Franc,1276649.02,True
1961,,2217.59,False
1962,Dram,1580481.23,
1963,,1195468.73,True
1964,Ruble,358699.83,False
1965,Rupiah,1339740.37,True
1966,Euro,1413455.89,True
1967,Yuan Renminbi,958629.35,True
1968,Franc,1821444.78,True
1969,Yuan Renminbi,1278497.13,True
1970,,1658256.15,False
1971,Real,1398301.75,False
1972,Yuan Renminbi,1390450.35,True
1973,Rupiah,1142202.68,True
1974,Yuan Renminbi,1062690.37,True
1975,Baht,145865.84,False
1976,Euro,1799179.21,False
1977,Yen,409854.92,True
1978,,1057038.47,True
1979,Rupiah,366279.74,True
1980,Rupiah,662832.56,True
1981,Kina,601263.56,True
1982,Real,117681.32,False
1983,,302336.34,False
1984,Ruble,837118.45,False
1985,,5316.34,False
1986,Rupiah,285682.12,False
1987,Euro,920996.45,True
1988,Ruble,93391.83,True
1989,Hryvnia,195676.27,False
1990,Franc,1348888.41,False
1991,Yuan Renminbi,1769943.86,False
1992,Tugrik,1363565.34,True
1993,Yen,1398441.92,True
1994,Krona,645098.08,True
1995,Euro,1215362.08,True
1996,Dong,1570239.58,True
1997,Kina,318418.66,False
1998,Yen,1585693.61,False
1999,Yuan Renminbi,275419.69,True
2000,Peso,1770934.07,False
2001,Shekel,234205.36,False
2002,Peso,,False
2003,Ruble,1855245.45,False
2004,Naira,282708.12,False
2005,Yuan Renminbi,775651.26,False
2006,Euro,1746591.48,True
2007,,471077.8,False
2008,Denar,451854.23,False
2009,Tugrik,1780760.44,False
2010,Yuan Renminbi,807310.72,True
2011,Euro,1508110.55,False
2012,Boliviano,791990.29,False
2013,,1177562.24,True
2014,Rupiah,630507.69,True
2015,Ruble,,True
2016,Yuan Renminbi,1986215.58,False
2017,Rial,,False
2018,Naira,1489676.12,False
2019,Peso,49850.03,False
2020,Euro,484307.53,True
2021,Dollar,1776804.87,False
2022,Koruna,1996194.28,True
2023,Rupiah,1108452.99,False
2024,Yuan Renminbi,26295.1,False
2025,,559260.29,False
2026,Yuan Renminbi,1604992.5,True
2027,Peso,1993526.41,True
2028,Peso,1012304.18,True
2029,Peso,1072712.54,True
2030,,,False
2031,Pound,1775479.79,True
2032,Yen,1150644.13,False
2033,Peso,445389.21,False
2034,Ruble,858736.13,True
2035,Euro,1724743.71,True
2036,Yuan Renminbi,547214.22,True
2037,Rupiah,718679.87,True
2038,Hryvnia,33333.87,True
2039,Yuan Renminbi,185867.22,False
2040,Sol,,False
2041,Tenge,454055.06,False
2042,Rupiah,1432429.34,False
2043,Dollar,1422006.74,False
2044,Real,263368.71,False
2045,Krona,1217379.91,False
2046,Ruble,342325.36,True
2047,Sol,965991.57,True
2048,Peso,109052.16,False
2049,Euro,928585.43,False
2050,Ruble,751137.01,
2051,Shilling,,
2052,Yuan Renminbi,1646171.9,False
2053,Dollar,1533322.78,True
2054,Dollar,41779.52,False
2055,Yuan Renminbi,620355.63,False
2056,Rupee,346777.15,False
2057,Krona,77658.41,False
2058,Peso,1718211.71,True
2059,Dollar,1652366.75,False
2060,Peso,1646668.0,True
2061,Real,1016323.07,True
2062,Peso,338340.6,
2063,Dollar,929151.02,True
2064,Zloty,277606.35,True
2065,,1887864.44,True
2066,Rupiah,1856111.54,False
2067,Real,1152996.41,True
2068,Euro,971562.37,True
2069,Dong,,True
2070,Euro,248595.69,True
2071,Hryvnia,1347066.57,True
2072,Yuan Renminbi,664655.29,False
2073,Peso,907761.47,False
2074,Shekel,1414411.09,False
2075,Rupiah,1643669.74,True
2076,Yuan Renminbi,1895344.48,True
2077,Franc,1955730.46,True
2078,Dirham,915129.59,False
2079,Peso,1021841.65,
2080,Kuna,1386091.25,True
2081,Dollar,567504.74,True
2082,Euro,155465.25,
2083,Yuan Renminbi,1504038.87,True
2084,Euro,33644.73,False
2085,Real,1340969.24,
2086,Yuan Renminbi,1830242.13,False
2087,Rupiah,1887878.13,True
2088,Euro,1936493.63,False
2089,Yuan Renminbi,372886.59,True
2090,Ruble,765714.62,False
2091,Euro,733670.98,False
2092,Zloty,1881416.88,False
2093,Denar,1827697.53,True
2094,Lempira,535705.57,True
2095,Guarani,92735.77,True
2096,Yuan Renminbi,609398.34,True
2097,Pound,464534.41,True
2098,Zloty,399823.18,False
2099,Krona,1310320.79,False
2100,Euro,,True
2101,Rand,1044754.35,False
2102,Euro,627886.79,True
2103,Lev,598902.89,True
2104,Tenge,53062.64,True
2105,Yuan Renminbi,1358447.58,True
2106,Rupiah,847585.74,True
2107,Franc,1888247.84,True
2108,Yuan Renminbi,1055171.93,True
2109,Rupiah,1181091.65,True
2110,Krone,959599.15,False
2111,Peso,762402.57,False
2112,Dollar,934902.59,False
2113,Yuan Renminbi,,True
2114,Dollar,580009.44,True
2115,,948179.1,
2116,Rupiah,1042152.85,True
2117,Yuan Renminbi,655175.4,False
2118,Peso,49139.71,False
2119,Yuan Renminbi,954366.73,False
2120,Rupiah,968881.95,False
2121,Rupiah,379555.78,True
2122,Hryvnia,1038144.31,True
2123,Euro,1913910.65,True
2124,Zloty,1638862.69,
2125,Rupiah,1819810.8,True
2126,Sol,550294.76,True
2127,Baht,713348.21,True
2128,Rupiah,691244.09,True
2129,Zloty,777034.54,False
2130,Peso,1272317.29,True
2131,Baht,1972689.49,False
2132,Rupiah,1554903.87,False
2133,Dollar,1739474.15,True
2134,Dollar,1200180.15,False
2135,Peso,248807.59,False
2136,Rupiah,,True
2137,Rupee,577739.58,False
2138,Som,787791.98,False
2139,Euro,1235586.65,True
2140,Peso,505634.96,False
2141,Lempira,1908979.99,False
2142,Yuan Renminbi,1400288.74,True
2143,Ruble,,True
2144,Rial,878727.74,True
2145,Real,1703720.45,True
2146,Ruble,141157.75,False
2147,Peso,871270.97,
2148,Rupiah,1568041.33,True
2149,Euro,909449.75,
2150,Rupiah,714378.43,True
2151,,223507.27,True
2152,Baht,821658.38,False
2153,Yuan Renminbi,1940046.72,True
2154,Rupiah,1129754.26,True
2155,Rupiah,1705983.67,True
2156,Yuan Renminbi,1854750.52,True
2157,Peso,1317871.57,False
2158,Euro,1721995.73,True
2159,Ruble,1811271.74,True
2160,Yuan Renminbi,1020312.87,True
2161,Zloty,184824.07,False
2162,,394155.51,True
2163,Euro,578113.7,True
2164,Dram,1409537.61,False
2165,Dollar,595522.2,False
2166,Krona,25700.92,True
2167,Krona,1983913.55,True
2168,,815395.91,True
2169,Yuan Renminbi,1728863.47,True
2170,Yuan Renminbi,460492.36,False
2171,Rupiah,128263.74,False
2172,Peso,1736470.08,True
2173,Real,1507890.44,True
2174,Peso,,False
2175,Yuan Renminbi,1535814.79,True
2176,Yuan Renminbi,190404.29,True
2177,Dollar,737884.45,True
2178,Dong,589773.77,False
2179,Ruble,103633.16,True
2180,Euro,872805.02,True
2181,Yuan Renminbi,568141.51,True
2182,Dollar,308633.24,True
2183,Yuan Renminbi,101199.8,True
2184,Baht,1151318.43,False
2185,Rupiah,875923.18,False
2186,Rial,265921.04,True
2187,Euro,1119006.75,False
2188,Rupiah,1937613.17,True
2189,Yuan Renminbi,74203.59,False
2190,Yuan Renminbi,1742489.22,True
2191,Krone,1552710.85,True
2192,Lek,1694505.47,
2193,Yuan Renminbi,1056615.33,True
2194,Rupiah,753805.14,True
2195,Peso,1649196.91,True
2196,Tenge,953499.32,True
2197,Rupee,816420.2,False
2198,Rupiah,1650692.95,
2199,Dollar,826616.56,True
2200,Ruble,1349843.41,False
2201,Rupiah,970856.95,False
2202,Won,1371500.86,True
2203,Peso,860863.26,False
2204,Bolivar,1028630.82,True
2205,Pound,1930224.31,True
2206,,212683.82,True
2207,Yuan Renminbi,988649.67,False
2208,Dollar,200785.47,True
2209,Yuan Renminbi,694299.77,True
2210,Peso,349858.86,False
2211,Rupiah,590355.19,True
2212,Real,44697.5,
2213,Real,,True
2214,Sol,603410.94,False
2215,Peso,1358425.97,True
2216,Rupiah,584351.18,False
2217,Dollar,1783848.69,True
2218,Peso,667555.42,False
2219,Yuan Renminbi,648756.4,True
2220,Euro,866513.25,True
2221,Gourde,1633625.16,False
2222,,,False
2223,Hryvnia,746092.47,True
2224,,10135.87,False
2225,Peso,17285.52,
2226,Euro,180535.89,True
2227,,151303.46,
2228,Real,690008.38,False
2229,,,False
2230,Real,1988789.0,False
2231,Yuan Renminbi,156664.3,True
2232,Ruble,1888688.41,True
2233,Dinar,918199.67,True
2234,Lari,1099426.15,True
2235,Peso,1718912.32,False
2236,,816311.39,False
2237,Euro,729255.34,True
2238,Yuan Renminbi,1650384.44,True
2239,Yuan Renminbi,517075.2,True
2240,Euro,503247.93,False
2241,Peso,797250.65,True
2242,Litas,263638.32,True
2243,Yuan Renminbi,130230.93,
2244,Peso,637164.4,True
2245,Yuan Renminbi,844626.81,False
2246,Zloty,1642876.08,True
2247,Tugrik,1884661.3,False
2248,Yuan Renminbi,1109517.61,True
2249,Yuan Renminbi,30788.7,True
2250,Yuan Renminbi,334439.09,True
2251,Ruble,1026821.7,False
2252,,1926949.67,True
2253,Somoni,629426.73,False
2254,Real,485983.45,True
2255,Yuan Renminbi,1281508.81,False
2256,Kwacha,737048.62,False
2257,Euro,442348.13,True
2258,Yuan Renminbi,1242535.22,True
2259,Dollar,1991570.08,
2260,Dollar,1280754.34,True
2261,Peso,1166572.28,False
2262,Krona,170525.9,False
2263,Euro,1036862.16,
2264,Euro,1975333.31,False
2265,Yuan Renminbi,754411.06,True
2266,Lari,1103849.34,False
2267,,810366.85,True
2268,Rupiah,70217.09,True
2269,Yuan Renminbi,227111.07,False
2270,Zloty,1819339.94,False
2271,,1864975.12,False
2272,Euro,862787.37,
2273,Peso,1619990.73,False
2274,Real,1621397.21,False
2275,Denar,468231.16,True
2276,Yuan Renminbi,164510.11,False
2277,Rupiah,1448092.79,True
2278,Ruble,786951.58,False
2279,,401144.95,True
2280,Euro,1577506.77,True
2281,Real,1676496.3,False
2282,Kwacha,1067633.77,False
2283,Yuan Renminbi,541868.85,False
2284,Ruble,1733508.86,True
2285,Euro,1512720.39,True
2286,Rupiah,,False
2287,Ruble,1415870.22,False
2288,Shekel,788422.15,False
2289,Rupiah,700350.43,False
2290,Franc,150518.5,True
2291,Yuan Renminbi,1586553.24,
2292,Kip,,True
2293,Euro,523601.04,True
2294,Quetzal,881436.5,True
2295,Yen,1619757.77,True
2296,Yuan Renminbi,1881864.15,False
2297,Baht,71822.63,True
2298,Yuan Renminbi,1215834.99,
2299,Euro,1553484.57,False
2300,Ariary,,True
2301,Koruna,1929689.06,True
2302,Euro,,
2303,Yuan Renminbi,560840.32,
2304,Rupiah,1096752.9,False
2305,Dinar,437569.56,False
2306,Yuan Renminbi,981702.53,True
2307,Hryvnia,148788.37,False
2308,Rupiah,1742200.16,True
2309,Yuan Renminbi,1039795.87,False
2310,Krona,958728.64,False
2311,Yuan Renminbi,1603722.95,True
2312,Hryvnia,1751216.18,False
2313,Hryvnia,,True
2314,Dollar,1433893.11,True
2315,Ruble,1919623.94,
2316,Peso,1695852.11,True
2317,Hryvnia,368451.31,False
2318,,796478.86,True
2319,Yuan Renminbi,1428749.41,True
2320,Krona,1608608.69,
2321,Dollar,17613.7,False
2322,Peso,483465.25,False
2323,Peso,1213977.32,True
2324,Pound,1438941.9,True
2325,Yuan Renminbi,690685.89,False
2326,Franc,363464.07,False
2327,Shekel,130066.05,False
2328,Rupiah,,True
2329,Yuan Renminbi,1010132.14,False
2330,Yuan Renminbi,1987349.26,True
2331,Afghani,466727.51,True
2332,Yuan Renminbi,1470590.21,True
2333,Yuan Renminbi,1178972.06,True
2334,Zloty,1130859.35,False
2335,Yuan Renminbi,19306.71,True
2336,Yuan Renminbi,366074.86,True
2337,Euro,606719.5,False
2338,Yuan Renminbi,1944136.55,False
2339,Euro,571492.96,True
2340,Yen,,True
2341,Peso,1255864.82,True
2342,Baht,1714483.78,True
2343,Real,1464578.03,True
2344,,134522.38,True
2345,,1736357.74,True
2346,Euro,1328435.7,False
2347,Real,1998420.42,True
2348,Yuan Renminbi,1358634.81,True
2349,Rupiah,1239879.4,False
2350,Sol,1299397.57,False
2351,Yuan Renminbi,1949083.43,True
2352,Lempira,1961449.39,True
2353,Yuan Renminbi,1563837.34,True
2354,Peso,408749.34,False
2355,Shilling,1001362.43,False
2356,Zloty,1298332.92,False
2357,Yuan Renminbi,592627.55,False
2358,Real,1430514.38,True
2359,Ruble,271397.82,False
2360,Rupiah,425961.02,
2361,Dollar,610290.17,True
2362,Franc,247772.13,False
2363,Rupiah,1645114.84,False
2364,Rupee,1111398.85,False
2365,Euro,847460.1,False
2366,Yuan Renminbi,632529.72,False
2367,Denar,781514.23,
2368,Hryvnia,215753.03,False
2369,Peso,1231120.83,True
2370,Yuan Renminbi,1191332.19,False
2371,Ruble,1097648.27,True
2372,Real,1977858.82,False
2373,Rupiah,181458.72,False
2374,Yen,1966592.16,True
2375,Peso,125246.39,
2376,Dollar,590736.18,False
2377,Franc,1742529.51,
2378,Yuan Renminbi,1330310.63,True
2379,Real,1472493.1,True
2380,Euro,685893.92,True
2381,Dirham,344678.48,True
2382,Yuan Renminbi,1817556.06,False
2383,Rial,340119.58,True
2384,Sol,1459046.0,True
2385,Euro,909871.63,True
2386,Rupiah,1685403.29,False
2387,Rial,1143981.09,True
2388,Rupee,1683420.47,False
2389,Rial,1247171.32,True
2390,Krona,1505988.47,False
2391,,1076271.54,True
2392,Franc,1635954.52,False
2393,Rupiah,1608370.99,False
2394,Shilling,73287.96,False
2395,Rupiah,1386725.6,False
2396,Euro,1755222.91,False
2397,Ruble,1725977.95,True
2398,Dollar,1372145.43,True
2399,Euro,491861.81,True
2400,Franc,986142.79,False
2401,Peso,1145905.63,
2402,Baht,252464.25,True
2403,Yuan Renminbi,697767.78,False
2404,Hryvnia,1603580.22,True
2405,Peso,721177.46,True
2406,Yen,,False
2407,Yuan Renminbi,1872663.26,False
2408,Euro,197966.71,True
2409,Peso,,True
2410,Zloty,,True
2411,Won,1344182.99,False
2412,Peso,1033489.4,True
2413,Pula,1264986.54,True
2414,Som,513622.25,True
2415,Euro,605358.22,False
2416,Dong,1199104.36,
2417,,217407.81,False
2418,,,True
2419,Peso,338156.82,False
2420,Taka,276961.13,True
2421,Real,1394336.32,True
2422,Yuan Renminbi,522100.46,False
2423,Ruble,,True
2424,Guarani,1947102.6,False
2425,Yuan Renminbi,518410.69,True
2426,Yuan Renminbi,669723.4,False
2427,,1491930.17,False
2428,,1437473.25,False
2429,Krona,1976448.1,False
2430,Zloty,232445.44,False
2431,Baht,682696.61,True
2432,Rial,385260.8,True
2433,Yuan Renminbi,1972667.24,False
2434,,1524330.33,True
2435,Dollar,843040.62,True
2436,Somoni,1582124.48,True
2437,Baht,257073.23,True
2438,Rupiah,1567381.81,
2439,,1128909.9,
2440,Yuan Renminbi,580037.23,False
2441,Rupiah,1619330.0,False
2442,Bolivar,1739573.86,False
2443,Rupee,1630352.35,False
2444,Baht,435428.81,False
2445,Krone,803571.0,True
2446,Rupiah,1939780.01,True
2447,Yuan Renminbi,1006621.53,False
2448,Pound,304051.72,False
2449,Rupiah,1926769.04,False
2450,Euro,507883.48,True
2451,Yuan Renminbi,1595324.13,False
2452,Yuan Renminbi,1274579.05,
2453,,239267.99,
2454,Euro,666163.5,True
2455,Euro,1635457.64,True
2456,Yen,1391760.57,True
2457,Real,35436.94,False
2458,Yuan Renminbi,405913.93,True
2459,,1437593.81,False
2460,Yuan Renminbi,749532.96,False
2461,Rupiah,990295.41,True
2462,Yuan Renminbi,1978287.87,True
2463,Peso,1847274.14,
2464,Ruble,225560.71,True
2465,Rupiah,572444.6,False
2466,Yuan Renminbi,503482.6,True
2467,Peso,,False
2468,Real,1277124.37,False
2469,Lek,1185479.15,True
2470,Rupiah,1923836.82,False
2471,Hryvnia,1927595.35,False
2472,Shilling,36080.8,False
2473,Kuna,1995876.09,False
2474,Ruble,1296859.16,True
2475,Rupiah,1967215.18,
2476,Yuan Renminbi,1950342.61,True
2477,Yuan Renminbi,495139.03,False
2478,Yuan Renminbi,1550261.33,False
2479,Naira,726657.99,True
2480,Yen,1609050.12,
2481,,179595.6,
2482,Yuan Renminbi,589924.35,False
2483,Rupiah,889854.02,True
2484,Real,546903.04,True
2485,,1596584.64,True
2486,Euro,1852633.06,True
2487,Sol,521404.77,False
2488,Euro,1233733.79,True
2489,Sol,254498.5,False
2490,Peso,551101.23,False
2491,Ruble,1863907.81,True
2492,Zloty,1738636.7,False
2493,Zloty,1573031.91,True
2494,Euro,553729.45,True
2495,Dram,809474.65,
2496,Ruble,,False
2497,Ruble,634361.04,True
2498,Peso,1695934.6,False
2499,Tenge,1251597.99,False
2500,Real,1792655.82,False
2501,,1683641.81,True
2502,Yuan Renminbi,1971652.19,False
2503,Franc,709462.52,True
2504,Euro,,True
2505,Rupee,1641093.45,
2506,Yuan Renminbi,,True
2507,Krone,,False
2508,Peso,1020546.9,True
2509,Euro,66173.18,True
2510,Peso,265167.07,True
2511,Peso,1957413.09,True
2512,Afghani,1704972.81,True
2513,Franc,989725.81,False
2514,Real,507704.94,True
2515,Kina,1687139.18,True
2516,Afghani,,False
2517,Euro,1019431.41,False
2518,Yuan Renminbi,411879.41,True
2519,,127236.8,False
2520,Ruble,462714.6,False
2521,Euro,,False
2522,Yuan Renminbi,769889.25,False
2523,Naira,1632181.2,True
2524,Yuan Renminbi,803925.21,False
2525,Yuan Renminbi,1674941.74,False
2526,Rial,976690.25,False
2527,Peso,1384213.36,False
2528,Ruble,1953667.71,True
2529,Real,108098.37,True
2530,Dollar,,True
2531,Boliviano,1142665.82,False
2532,Krone,,True
2533,Peso,1345562.64,
2534,Euro,1369737.16,True
2535,Rupiah,561092.83,True
2536,Euro,611286.43,False
2537,Denar,,False
2538,Dong,1592131.79,False
2539,Peso,968912.18,True
2540,Baht,1640644.75,False
2541,Zloty,1831837.64,True
2542,Ruble,587501.5,False
2543,Rupiah,447006.96,True
2544,Euro,805053.33,False
2545,Som,81879.8,False
2546,,395622.75,True
2547,Krona,,True
2548,Kyat,267272.76,False
2549,Ringgit,128819.19,False
2550,Hryvnia,1721661.6,True
2551,Yuan Renminbi,89469.31,False
2552,Yuan Renminbi,58652.45,False
2553,Pound,,False
2554,Yuan Renminbi,943517.64,True
2555,Ruble,1277601.0,True
2556,Dinar,1095115.96,False
2557,Franc,1835531.39,True
2558,Yuan Renminbi,1364361.18,True
2559,Baht,66225.85,
2560,Yuan Renminbi,755920.62,True
2561,Zloty,,False
2562,Yuan Renminbi,1309462.64,True
2563,Yuan Renminbi,1339875.98,
2564,Lempira,597076.73,False
2565,Euro,717077.76,
2566,,,True
2567,,1441503.18,True
2568,Yuan Renminbi,28609.04,True
2569,Dinar,106240.59,True
2570,Yuan Renminbi,498549.21,False
2571,Yuan Renminbi,1758233.19,
2572,Yen,,True
2573,Kwacha,1872617.99,True
2574,Rupiah,572668.66,True
2575,,1148697.7,True
2576,Koruna,,False
2577,Yuan Renminbi,767797.46,True
2578,Rupiah,281305.0,
2579,,1018668.57,
2580,Euro,545907.33,False
2581,Ruble,941850.77,False
2582,Dollar,673816.93,True
2583,Yuan Renminbi,1864239.41,False
2584,Marka,,False
2585,Som,196082.04,False
2586,Rupiah,1104206.87,True
2587,Kyat,,False
2588,Yuan Renminbi,1874562.52,True
2589,Lempira,960866.22,True
2590,Euro,65850.33,False
2591,Rupiah,1073625.63,False
2592,Yuan Renminbi,69275.95,True
2593,Krone,1079596.67,True
2594,Shekel,1249071.71,False
2595,Yuan Renminbi,333782.36,True
2596,,,False
2597,Lilangeni,,False
2598,Yuan Renminbi,40797.68,True
2599,Rupiah,1594981.85,False
2600,Euro,1665163.35,False
2601,,844276.93,True
2602,Rupiah,805639.51,
2603,Zloty,1619220.39,
2604,Rupiah,860297.67,
2605,Ruble,482854.0,True
2606,Peso,306641.54,False
2607,Yuan Renminbi,1734708.47,False
2608,Dinar,139219.56,False
2609,Euro,361849.33,True
2610,Dollar,880443.71,True
2611,Yen,305035.11,False
2612,Dollar,347843.63,False
2613,Dinar,1252629.65,True
2614,,851423.83,
2615,,486124.89,False
2616,Yen,898984.08,False
2617,Rupiah,1952812.36,False
2618,Pound,879722.06,True
2619,Peso,1714921.19,True
2620,Krona,33573.43,
2621,Quetzal,1181280.1,False
2622,Real,1187091.21,True
2623,Dinar,815904.39,False
2624,Yen,932641.04,True
2625,Zloty,1809557.41,False
2626,Yuan Renminbi,1847650.5,True
2627,Yuan Renminbi,1140612.04,True
2628,Ruble,1033366.13,True
2629,Franc,865046.81,False
2630,Yuan Renminbi,550822.98,True
2631,Ruble,,False
2632,Ruble,987349.91,False
2633,Hryvnia,,False
2634,,1039485.33,False
2635,Peso,802470.71,True
2636,Baht,898760.07,True
2637,Real,1767195.83,True
2638,Rupiah,822096.89,True
2639,Yuan Renminbi,189445.22,False
2640,Bolivar,457871.35,True
2641,Euro,1740859.01,False
2642,Rupiah,1827536.52,True
2643,Won,1350512.47,True
2644,Baht,19770.89,False
2645,Zloty,591376.15,False
2646,Boliviano,,True
2647,Leone,178971.27,True
2648,Yuan Renminbi,,False
2649,Denar,,False
2650,Yuan Renminbi,1707562.07,True
2651,Rupee,1344893.42,False
2652,Rial,1097696.98,True
2653,Riels,1645595.49,
2654,Krona,1028301.41,False
2655,Yuan Renminbi,334617.59,False
2656,Yuan Renminbi,1566641.02,True
2657,Tenge,946134.8,True
2658,Sol,953950.04,True
2659,Franc,834773.94,True
2660,Rupiah,1406207.76,True
2661,Ringgit,1765812.7,True
2662,Franc,181598.16,False
2663,Peso,580684.59,False
2664,Ariary,170673.04,False
2665,Rupiah,948675.33,False
2666,Shilling,986442.14,False
2667,Peso,1186715.04,
2668,Real,364932.14,True
2669,Euro,316006.72,
2670,Peso,1209696.71,False
2671,Dollar,1684699.5,True
2672,Real,1629197.06,True
2673,Yuan Renminbi,1237758.53,True
2674,Yuan Renminbi,1403157.43,False
2675,Koruna,1986443.68,True
2676,Sol,287275.79,False
2677,Yen,753440.81,False
2678,Yuan Renminbi,757068.7,False
2679,Zloty,1794963.72,True
2680,Ruble,,False
2681,Pound,885127.74,False
2682,Euro,454970.86,False
2683,Dollar,1685352.15,False
2684,Krona,1914797.78,
2685,Yuan Renminbi,197962.74,False
2686,Yuan Renminbi,1207207.14,False
2687,Colon,690477.2,True
2688,Yen,1067813.41,False
2689,Yuan Renminbi,156177.61,True
2690,Yuan Renminbi,569197.56,True
2691,Dong,,False
2692,Ruble,518520.48,False
2693,Shekel,808090.33,False
2694,Rupiah,772869.34,False
2695,Yuan Renminbi,1895538.48,True
2696,Franc,570461.0,True
2697,Koruna,1530523.52,False
2698,Euro,,
2699,Yuan Renminbi,1484721.74,False
2700,Dram,340166.61,True
2701,Shekel,312597.64,True
2702,Euro,291626.56,True
2703,Koruna,293023.71,False
2704,Yen,308791.85,True
2705,Kuna,475027.2,False
2706,Peso,,True
2707,Peso,,False
2708,Peso,461390.17,True
2709,Real,,True
2710,Rupiah,1270768.45,
2711,Quetzal,1935446.37,False
2712,,1761275.5,False
2713,Euro,1998298.48,True
2714,Lempira,696324.66,True
2715,Euro,1988324.09,False
2716,Marka,665308.13,True
2717,Euro,1345750.82,False
2718,Franc,1398638.17,False
2719,Leone,1661514.2,False
2720,Peso,1667646.32,True
2721,Baht,1738835.42,True
2722,Rupiah,348516.76,True
2723,,550050.6,True
2724,Krona,1212002.89,True
2725,Tugrik,1763919.75,True
2726,Krona,1550093.07,False
2727,Rupiah,1513578.56,True
2728,,1266219.36,False
2729,Yuan Renminbi,309364.22,False
2730,Dollar,1309719.08,True
2731,Zloty,776566.11,True
2732,Yuan Renminbi,1582754.04,True
2733,Shekel,1724914.44,False
2734,Euro,1371408.97,True
2735,Rupiah,766434.96,False
2736,Rupee,1131086.54,False
2737,Krona,1215896.29,True
2738,Rupiah,1837517.65,False
2739,Yuan Renminbi,271156.1,True
2740,Rupiah,1788241.98,False
2741,Yuan Renminbi,377176.1,True
2742,Euro,1924751.52,False
2743,Krona,1744250.87,True
2744,Zloty,1154047.05,False
2745,Ruble,,False
2746,Euro,198961.75,True
2747,Euro,1153210.62,False
2748,Koruna,,True
2749,Yuan Renminbi,1799944.53,True
2750,Sol,69564.13,False
2751,,127889.81,True
2752,Baht,935936.46,False
2753,Yen,1105150.49,True
2754,Franc,1053485.12,True
2755,Sol,579151.65,False
2756,Rupiah,1224321.99,False
2757,Franc,1445633.25,False
2758,Euro,626790.61,True
2759,Yuan Renminbi,695310.26,True
2760,Ruble,1245228.89,True
2761,Rupee,1233306.17,True
2762,Rupiah,,True
2763,Ruble,128370.72,False
2764,Ruble,1933733.7,True
2765,Euro,1172690.95,True
2766,Shekel,87142.85,True
2767,Hryvnia,1883198.74,True
2768,Franc,1453611.84,False
2769,Yuan Renminbi,1316875.69,True
2770,,969758.4,False
2771,Tugrik,1257387.19,
2772,Rupiah,227633.48,True
2773,Hryvnia,1772742.4,True
2774,Franc,260001.88,True
2775,Yuan Renminbi,821376.2,True
2776,Euro,1275752.4,
2777,Yuan Renminbi,859043.34,True
2778,Yuan Renminbi,44252.27,True
2779,Dollar,1172154.98,
2780,Yuan Renminbi,830387.31,False
2781,Yuan Renminbi,1022218.25,False
2782,Rupiah,1862286.38,True
2783,Rupiah,1852603.23,True
