idlibro,idtransaccion,saldo,monto,fechalibro
2521,4775,91840.99,200557.27,2026-01-09
2522,215,98295.27,945044.14,2025-10-31
2523,62,110672.13,157853.78,2025-05-31
2524,2570,846676.61,898597.58,2026-06-13
2525,4537,163085.97,45034.39,2023-06-08
2526,893,662367.53,994841.95,2022-11-02
2527,349,971103.01,198929.3,2026-09-05
2528,1426,129207.72,886258.32,2026-02-21
2529,1134,355125.38,443857.92,2025-12-23
2530,3410,129747.23,533740.38,2026-01-29
2531,1174,612532.31,101617.52,2025-06-30
2532,3901,758563.79,150441.66,2025-01-19
2533,3100,647772.42,152939.67,2024-05-10
2534,3313,626517.64,456446.28,2023-08-01
2535,2298,83376.21,375690.21,2024-04-14
2536,1508,272342.14,965814.87,2022-08-29
2537,4889,817270.29,74233.7,2024-06-08
2538,1134,17183.62,148928.21,2024-11-10
2539,2717,338990.2,306390.01,
2540,3598,394767.54,147197.22,2022-12-10
2541,3157,580762.95,590990.38,2023-09-05
2542,2910,962291.09,166055.7,2024-05-07
2543,2536,1184.12,176932.34,2026-05-23
2544,3024,796322.27,681452.28,2025-04-30
2545,2855,549447.09,675408.49,2023-01-14
2546,4668,78812.61,175566.76,
2547,3256,201873.2,653342.32,2025-05-31
2548,4569,712698.44,514448.0,
2549,2199,855332.57,136812.09,2024-12-11
2550,1000,360939.16,,2024-01-24
2551,2927,333430.16,,2024-02-13
2552,3234,591390.38,121182.0,2026-07-10
2553,1829,325790.0,371466.39,2026-12-17
2554,416,58901.02,598918.78,2022-10-12
2555,1060,755895.12,601905.38,2022-10-19
2556,1512,145431.69,344895.77,2023-05-26
2557,2518,637937.04,,2024-12-18
2558,1877,181458.19,351929.38,2022-11-02
2559,1940,980097.11,736142.9,2025-05-15
2560,2830,421519.68,902527.73,2022-09-18
2561,3826,759771.84,342172.86,2026-09-25
2562,449,590742.5,,2022-09-11
2563,3073,318121.98,593070.81,2023-07-11
2564,3392,286607.14,344610.98,2026-08-22
2565,1513,260955.09,648625.71,2026-03-12
2566,4882,243117.97,311875.64,2025-01-10
2567,3122,967377.33,,2024-11-16
2568,582,747.82,694493.65,2026-11-05
2569,3983,469723.14,284247.96,2024-06-15
2570,3534,550716.97,924223.1,2022-12-31
2571,4371,723798.73,80573.03,2022-12-05
2572,1604,877320.7,131011.33,2022-07-19
2573,4651,744002.03,173576.01,2026-07-11
2574,1330,121706.41,572530.5,2025-08-27
2575,2550,632664.69,53427.01,2023-03-15
2576,934,740578.57,490366.36,2024-04-15
2577,1021,54410.21,891124.2,2024-12-30
2578,216,481009.67,902769.13,2022-08-04
2579,325,749061.92,890715.89,2023-12-15
2580,2098,523979.57,266022.84,2026-11-03
2581,1009,724556.4,235345.92,2024-11-24
2582,3638,,446815.08,2026-06-15
2583,3399,784125.33,645619.61,2022-07-27
2584,380,314799.46,246637.0,2023-04-20
2585,657,850967.33,545476.49,2024-01-23
2586,1198,889657.83,238232.73,2023-02-03
2587,3116,538245.49,30465.44,2026-10-14
2588,3256,,997145.87,2024-07-19
2589,13,585667.67,170010.63,2024-06-12
2590,1366,199013.51,272354.48,2025-08-17
2591,2511,531187.44,775291.27,2025-03-13
2592,1475,260802.18,250911.06,2022-12-07
2593,3184,317435.05,543147.7,2024-07-25
2594,969,903128.15,759339.32,2024-01-26
2595,855,302821.82,550542.51,2026-05-26
2596,3983,582409.05,529375.14,2024-06-25
2597,574,263390.97,633070.39,2025-04-05
2598,3573,763689.15,962287.2,2023-01-08
2599,3048,422181.6,976345.64,2025-05-05
2600,4362,216447.97,457111.22,2023-01-14
2601,3079,81639.55,400713.02,2026-01-04
2602,3548,588110.14,819352.8,2024-01-04
2603,4972,859822.21,597079.13,2024-08-16
2604,554,696617.64,450920.59,2023-10-19
2605,904,997834.48,265291.89,2026-07-14
2606,3576,328395.23,843506.03,2022-07-06
2607,3835,816419.63,986065.8,2025-11-16
2608,1641,242465.9,749171.58,2025-06-23
2609,3697,361173.75,310330.16,2023-10-27
2610,2133,647131.66,496089.13,2025-12-20
2611,4123,699282.52,78076.82,2026-06-21
2612,818,30559.8,935430.07,2023-09-23
2613,3525,396190.45,71104.53,2023-01-02
2614,4553,267201.84,607572.92,2024-10-20
2615,2679,904011.72,176745.14,2022-11-29
2616,2161,,522155.82,2025-03-22
2617,2874,766838.2,675762.99,2025-05-01
2618,1751,154869.26,608033.29,2022-08-15
2619,805,57863.5,238150.71,2026-06-06
2620,793,41174.81,,2026-01-29
2621,3772,867450.33,805894.15,2022-07-07
2622,3563,994005.49,330297.53,2026-09-29
2623,3424,422236.63,128142.44,2026-02-18
2624,1549,702867.32,211382.8,2026-06-19
2625,2392,75305.13,326272.6,2024-07-11
2626,3261,838619.88,265885.42,2026-07-26
2627,4408,901342.12,242866.82,2022-08-13
2628,3235,821477.07,,2024-09-29
2629,3448,,286476.27,2025-07-06
2630,4558,220199.72,622028.02,2024-05-15
2631,708,858326.05,771281.74,2025-03-12
2632,4569,405511.77,877336.4,2023-11-08
2633,4231,121724.56,910941.65,2024-04-07
2634,3925,339803.75,49756.64,2025-08-31
2635,971,44257.91,807323.78,2026-07-29
2636,1272,840109.44,868556.94,2024-01-04
2637,170,990146.96,725455.09,2023-12-09
2638,168,135456.03,878471.99,2026-02-25
2639,4244,695762.72,425056.59,2022-07-18
2640,1033,798319.39,675562.65,2026-03-24
2641,2838,707259.84,689843.14,
2642,3651,768477.73,496726.53,2023-12-11
2643,1842,89514.96,90738.83,2023-08-05
2644,97,219344.12,997099.16,2023-12-17
2645,3298,6963.19,569339.52,2025-12-05
2646,2494,615169.09,812093.52,2023-05-13
2647,4597,610794.87,140228.38,2024-05-31
2648,4332,614891.98,230070.48,2026-06-26
2649,3830,90128.14,294532.12,2026-09-03
2650,2393,768930.81,265989.62,
2651,3992,467615.28,65929.71,2024-08-05
2652,3056,,,2026-06-06
2653,2868,276519.55,727184.4,
2654,4592,957213.45,,2024-11-22
2655,2744,580429.16,229983.86,2026-06-14
2656,52,769093.94,931561.18,2022-12-16
2657,2370,703483.94,148471.47,2024-12-28
2658,4254,421839.02,491081.69,2026-09-25
2659,626,474058.29,107121.61,2024-03-12
2660,1891,,782297.34,2025-03-14
2661,4181,970203.06,54695.7,
2662,1949,587719.34,499963.12,2024-10-03
2663,3262,621248.59,826183.46,2024-08-13
2664,1411,137610.5,978247.53,2026-07-22
2665,2514,240618.83,391025.6,2023-04-30
2666,4916,189531.12,590982.92,2025-12-25
2667,2955,105645.21,634070.68,2023-04-28
2668,654,682163.79,335048.59,2024-07-05
2669,2832,615684.49,904976.83,2023-01-18
2670,591,743170.15,118842.41,2025-01-20
2671,1485,327814.48,138092.72,2023-12-29
2672,2025,336562.91,758811.66,2026-12-02
2673,4634,147375.69,558305.47,2026-01-14
2674,2650,85182.65,894530.0,2024-10-14
2675,4663,247877.36,101611.71,2022-07-27
2676,2206,831242.13,472115.54,2025-08-01
2677,4848,903528.55,133820.26,2025-10-28
2678,3606,465560.21,819941.0,2024-07-06
2679,4215,,495982.89,2026-12-27
2680,2457,,732652.16,2022-09-30
2681,3592,187124.45,,2025-08-18
2682,3640,131937.4,188968.46,2025-03-06
2683,333,304017.29,103535.49,2026-02-04
2684,3085,911609.6,18467.07,2023-04-21
2685,635,688552.85,108699.53,
2686,3920,528526.08,734815.51,2026-11-30
2687,1927,84041.37,536367.43,2025-11-26
2688,1084,250561.28,439391.02,2022-07-15
2689,1833,390794.82,299677.47,2025-12-29
2690,4650,6614.79,895221.77,2023-01-18
2691,3572,585819.22,570221.43,2024-10-30
2692,2653,,51445.42,2023-07-22
2693,1655,750610.43,266325.21,2023-05-21
2694,1774,552483.91,436246.71,2023-06-08
2695,3752,156913.78,,2023-05-17
2696,4665,119373.42,36020.49,2025-01-11
2697,1975,45537.95,638978.25,2024-08-20
2698,2193,258222.57,851978.45,2025-06-05
2699,2460,957174.35,737007.63,2023-08-18
2700,4905,911669.62,907865.38,2023-06-01
2701,4550,857494.55,933159.95,
2702,297,71334.22,199118.15,2026-07-18
2703,4737,349612.98,483730.08,2024-12-10
2704,2759,982102.36,127297.93,2024-08-15
2705,4495,151963.96,358826.16,2023-03-07
2706,4137,,126036.37,2022-09-15
2707,1553,454656.28,479308.44,2024-02-26
2708,4750,268484.51,701935.74,2026-03-23
2709,3174,157671.23,164711.43,2023-05-17
2710,2774,87672.79,329742.73,2023-03-03
2711,2148,501247.76,184391.46,2026-10-13
2712,2992,,269248.36,2022-12-19
2713,3612,873710.27,850497.26,2026-12-07
2714,4417,194389.32,162557.01,2026-12-19
2715,1078,494270.09,345627.43,2025-03-06
2716,3818,846237.45,,2026-06-27
2717,3955,910305.31,880529.16,2026-06-02
2718,242,635168.94,587361.56,2022-09-17
2719,3056,436022.13,641596.31,
2720,976,88690.66,80207.86,2023-04-03
2721,470,664434.92,,2026-09-26
2722,2754,284011.74,240139.51,2025-09-12
2723,730,292389.8,499550.27,2023-10-25
2724,1004,280091.84,933520.49,2022-09-27
2725,362,127411.43,574872.26,2022-12-16
2726,307,17627.04,,2025-01-19
2727,4977,79110.38,178377.22,2025-03-18
2728,3393,396931.47,702562.18,
2729,21,171701.35,942320.99,2026-12-19
2730,4330,199826.31,291595.73,2025-02-14
2731,2956,664826.4,665605.15,2024-09-21
2732,1351,6992.93,857520.38,2026-06-10
2733,3283,49581.03,202730.18,2026-04-27
2734,1801,715329.21,463542.99,2023-03-12
2735,3698,749210.84,189610.75,2026-10-14
2736,4073,681302.15,,2025-05-06
2737,2398,112805.51,971139.29,2025-08-01
2738,1131,712376.34,724562.68,
2739,1921,779830.09,449582.83,
2740,904,31092.19,833117.47,2023-08-05
2741,1262,30773.65,273250.08,2026-05-30
2742,155,330345.13,905217.0,2024-08-29
2743,4449,948488.13,289104.92,2024-02-08
2744,139,,905595.99,2023-09-29
2745,2212,602824.85,848606.86,2026-09-26
2746,1961,182412.76,299854.34,2026-03-07
2747,2874,388142.68,976518.06,2026-01-08
2748,3930,370118.96,769261.43,2023-11-27
2749,186,306346.82,795880.74,2025-11-10
2750,1224,499219.74,632343.81,2024-11-29
2751,3123,798394.72,264866.49,2022-09-25
2752,660,822944.57,795814.76,2022-10-29
2753,2152,889120.06,474508.13,2023-12-31
2754,3539,618540.52,459262.51,2022-09-16
2755,2812,719480.69,178065.78,2026-12-17
2756,3152,954472.6,230847.55,2024-01-08
2757,2849,218972.65,248820.57,2025-08-15
2758,156,925152.38,,2024-12-24
2759,457,698054.31,336263.93,2025-04-27
2760,1607,857873.81,217789.74,2024-05-30
2761,1577,895686.77,377500.42,2022-08-12
2762,204,697015.03,64371.86,2022-09-12
2763,2404,9458.74,182529.74,
2764,4290,774889.2,549881.37,2024-04-05
2765,4035,761192.49,355315.52,2023-06-22
2766,2304,379019.37,145941.44,2025-11-23
2767,2988,462225.42,716978.83,2025-01-12
2768,51,267178.12,281969.74,2024-05-21
2769,2259,872573.94,892440.53,2022-12-08
2770,4235,844108.11,282348.52,2026-04-30
2771,4678,60830.18,497237.16,2026-09-03
2772,2154,715623.08,165130.53,2026-08-25
2773,4329,650292.12,246068.19,2024-08-27
2774,4114,654962.36,158579.65,2024-01-09
2775,1630,760210.38,934066.21,2022-11-28
2776,162,637689.86,599325.02,2022-10-29
2777,4821,274525.27,47093.62,2022-08-22
2778,4093,277126.19,597932.89,2023-12-08
2779,1845,728282.41,765146.29,2023-10-10
2780,54,253432.16,202923.53,2026-01-25
2781,1495,647054.7,230674.54,2024-11-20
2782,4221,140763.15,991074.16,2025-01-11
2783,3309,950359.65,780485.58,2024-08-27
2784,2214,407770.01,993655.77,2025-10-28
2785,4032,503214.8,694440.12,2023-08-26
2786,3493,371134.78,168093.6,2022-09-17
2787,2112,825514.41,520716.04,
2788,2005,301796.64,511056.58,2022-10-27
2789,1806,844764.67,927256.77,2026-05-12
2790,4668,326547.97,59867.36,2024-09-13
2791,2320,,319525.97,2022-07-11
2792,1909,63371.51,729572.67,2024-06-19
2793,2091,392855.58,816502.07,2024-07-22
2794,3686,278337.66,205487.73,2026-09-06
2795,1899,355973.18,886733.88,2025-01-12
2796,2412,561740.18,734123.66,2023-10-14
2797,4492,791479.05,594529.51,2023-04-17
2798,569,37202.25,817007.96,2025-03-07
2799,4415,55033.11,230573.42,2024-09-25
2800,699,488922.23,891931.34,2024-02-08
2801,4970,353239.77,653511.76,2026-05-02
2802,3162,816065.69,505641.97,2024-03-25
2803,2613,753495.15,729410.47,
2804,3867,575724.25,180908.78,
2805,2,416289.05,157238.11,2026-09-11
2806,2268,615845.88,680317.9,2023-05-15
2807,1346,615863.96,817995.4,2024-10-02
2808,2410,821789.59,218574.21,2026-07-25
2809,4779,827873.88,681213.34,2023-02-09
2810,3063,437917.89,318020.98,
2811,343,770344.95,370966.32,2025-09-27
2812,2319,642825.11,314044.79,2023-02-17
2813,1900,797745.19,80180.06,2023-01-19
2814,3051,293531.66,611263.38,2025-02-07
2815,3658,258600.59,575064.66,2025-03-31
2816,1721,,112125.45,2023-04-19
2817,19,121680.2,205936.33,2024-01-09
2818,3757,373122.51,774040.96,2026-04-03
2819,463,432614.4,51236.73,2025-04-30
2820,499,822139.16,924727.82,2022-08-12
2821,582,,321651.45,2025-02-28
2822,4931,926966.66,,2024-01-08
2823,1933,507594.89,582127.34,2026-06-15
2824,381,474177.87,601757.35,2026-09-01
2825,1835,637879.58,,2025-05-17
2826,2931,632953.03,411228.97,2025-04-03
2827,263,333715.05,201987.12,2025-11-19
2828,2319,22106.85,608096.92,2026-05-12
2829,2037,669222.76,918425.86,2022-10-02
2830,1450,535408.0,986270.6,2024-04-02
2831,1821,700302.07,729190.72,2022-10-07
2832,1471,296346.45,634852.18,2024-05-19
2833,2419,649681.3,,2025-09-24
2834,2055,446621.21,418537.96,2024-06-06
2835,372,463554.36,479129.58,2026-05-11
2836,4948,773461.65,3028.73,2024-10-30
2837,167,24039.72,680779.17,2024-04-16
2838,3343,514885.56,453835.68,2025-05-24
2839,4997,607510.07,716603.03,2023-05-01
2840,4087,368148.77,79151.35,2023-06-13
2841,3745,293428.35,951089.28,2024-07-15
2842,2877,703117.7,149962.27,
2843,4501,447378.55,393367.23,2022-08-07
2844,28,,259341.73,2023-09-23
2845,1636,406308.76,74397.54,2024-05-09
2846,601,735989.54,775091.58,2023-07-22
2847,4082,733576.39,477610.22,2026-12-25
2848,1769,954992.86,72034.67,2025-06-22
2849,586,344542.62,141570.75,2024-02-16
2850,129,764997.52,194443.2,
2851,3598,928342.04,123518.12,2025-07-07
2852,3584,609883.73,554399.83,2024-02-01
2853,742,459884.71,841444.75,2025-08-14
2854,1036,866991.81,555031.14,2023-04-08
2855,736,159276.1,264597.79,2022-08-09
2856,4427,515104.08,,2024-01-02
2857,1022,666286.21,590402.72,2024-06-21
2858,102,153976.63,543442.8,2024-09-23
2859,4815,286969.06,395584.2,2025-09-19
2860,3580,472694.99,171502.5,2026-08-15
2861,1011,557498.51,934334.8,2025-09-26
2862,856,284525.21,523645.85,2023-06-04
2863,20,361788.19,93935.43,2024-11-05
2864,215,504180.26,794910.76,2023-06-13
2865,4217,217139.18,,2026-08-26
2866,1621,,451920.24,2024-05-27
2867,2939,292740.8,472768.99,2024-10-20
2868,4688,843246.15,642992.45,2026-06-13
2869,1985,,378055.93,2026-10-03
2870,3528,618961.55,413228.26,2026-07-03
2871,3175,260608.45,880207.02,2022-08-24
2872,4773,,461673.51,2024-08-31
2873,3033,126369.8,905811.21,2024-09-09
2874,1372,,229727.38,2025-12-24
2875,3692,604247.59,241854.18,2025-08-23
2876,895,681836.74,926651.33,2024-07-30
2877,358,387458.42,621690.88,2023-02-16
2878,3271,841003.8,179607.86,2026-09-24
2879,184,,245986.42,2026-03-21
2880,3856,,500248.66,2024-05-14
2881,3062,219790.78,239212.12,2022-07-09
2882,549,,114375.19,2026-03-28
2883,2902,969315.97,,2025-11-12
2884,1042,477679.71,967828.57,2022-10-26
2885,1366,657827.86,761785.06,2023-10-02
2886,4731,79365.03,82978.36,2023-03-06
2887,3218,301085.45,250755.6,2023-03-03
2888,367,215666.44,546558.68,2022-08-16
2889,2785,589524.22,927302.32,2024-01-14
2890,2478,125677.04,499248.12,
2891,2254,481258.29,309003.48,2025-08-22
2892,1131,,451641.95,2026-06-17
2893,3345,519378.22,938336.89,2023-06-19
2894,1232,606061.61,472044.25,2023-12-09
2895,1536,518484.81,45247.19,2023-08-12
2896,951,115604.39,943500.16,2025-02-24
2897,156,,5733.78,2023-01-08
2898,1607,437600.53,179653.54,2023-11-06
2899,3668,638881.79,489728.58,2024-02-12
2900,717,543051.18,473941.9,2026-12-09
2901,4853,472304.63,799464.6,2025-09-20
2902,3503,525515.22,269.62,2024-05-15
2903,3026,,592775.88,2023-01-13
2904,3943,223043.88,144391.49,
2905,4415,791899.77,501437.02,2022-07-05
2906,140,268791.91,357214.85,2023-12-28
2907,683,249430.63,,2023-05-07
2908,59,924391.16,375702.55,2022-09-23
2909,4423,14823.94,938460.52,2023-08-18
2910,238,755515.93,212511.38,2024-08-01
2911,2896,740229.25,145176.06,
2912,4635,951816.0,381393.66,2024-04-06
2913,1883,91819.26,234315.96,2025-10-01
2914,2153,,,2026-03-07
2915,2074,338726.14,665677.6,2024-11-27
2916,4510,684972.26,862204.0,2023-08-05
2917,681,256229.73,430815.26,2024-11-07
2918,4937,742225.81,569224.42,2023-06-17
2919,870,431637.3,792704.47,2024-06-22
2920,4551,869459.64,402922.35,2022-09-25
2921,4991,935612.76,897628.24,2023-03-01
2922,1365,922671.06,223103.92,2023-04-26
2923,3810,695759.85,,2024-02-14
2924,501,947562.55,628772.86,2025-10-23
2925,3784,,579187.81,2023-10-17
2926,1200,117937.02,529420.19,2026-09-17
2927,1793,709466.49,237570.36,2022-08-02
2928,2846,740667.67,262727.08,2025-06-16
2929,90,326989.54,743616.21,2023-06-30
2930,1584,799747.75,,2024-11-03
2931,4735,499792.79,841359.01,2026-05-21
2932,4444,461436.9,890223.29,2022-08-24
2933,3697,802015.74,245627.47,2025-08-10
2934,1771,976845.06,16136.21,2024-04-29
2935,1701,790133.05,966170.66,2022-08-09
2936,1427,843833.05,,2023-06-20
2937,569,569944.95,,2026-07-01
2938,4317,97903.82,800903.08,2023-01-06
2939,2332,,502979.27,2022-08-23
2940,1014,479487.01,201876.97,2026-09-28
2941,1883,321094.53,932850.92,2026-09-03
2942,4774,908925.53,13302.53,2026-02-12
2943,2217,246787.92,349251.5,
2944,3245,593089.32,124283.9,2023-10-19
2945,2945,868387.96,850123.27,2023-07-27
2946,495,,392129.83,2022-07-31
2947,2125,418798.57,652584.51,2024-05-02
2948,3745,284100.08,111382.24,2024-05-13
2949,2637,418305.95,116523.43,
2950,2893,678442.9,746942.18,2026-10-11
2951,3724,375193.94,436951.35,2025-02-23
2952,2144,97855.44,253135.74,2024-03-03
2953,4333,202298.59,992891.61,2026-10-24
2954,1003,113255.92,226335.59,2024-07-01
2955,2144,98391.47,404122.96,2025-07-29
2956,1796,766829.84,578565.4,2024-07-16
2957,4894,584977.21,346409.33,2023-02-07
2958,239,203992.81,645424.39,2025-05-23
2959,5000,68231.87,66959.02,2025-03-02
2960,2741,,886965.86,2023-06-13
2961,230,546883.9,726980.03,2022-07-06
2962,3717,112729.56,469496.75,2023-10-30
2963,4920,717167.48,722202.35,
2964,4789,748778.83,42521.68,2022-08-28
2965,1953,541910.66,543293.44,2023-06-30
2966,255,200094.21,643064.1,2024-06-26
2967,1992,906640.02,463209.94,2024-01-23
2968,3183,387598.11,198380.19,2026-03-28
2969,2379,355565.3,186968.14,
2970,2836,349693.5,,2024-07-18
2971,4912,373175.57,775918.2,2025-01-23
2972,4080,609195.0,545486.82,2024-07-07
2973,548,57253.48,73409.96,2022-11-09
2974,3678,158333.16,337659.3,2023-11-04
2975,2856,21701.99,470665.49,2022-07-17
2976,2036,151989.62,121726.06,2023-09-22
2977,3684,622181.37,754506.9,
2978,4732,46259.09,,2022-12-23
2979,1183,294936.47,952835.65,2026-02-07
2980,1438,909185.69,417784.13,2022-07-11
2981,1496,,482391.26,2023-02-10
2982,2692,173089.5,652163.96,2024-04-20
2983,3077,821346.43,939979.26,2026-07-19
2984,4781,981168.46,223026.07,2022-07-03
2985,126,777136.44,,
2986,4654,194427.64,363927.23,2025-09-21
2987,1520,771816.07,524994.91,2025-11-05
2988,4317,861524.62,312228.35,2023-08-25
2989,4742,654562.15,87554.2,2026-08-08
2990,2552,92362.37,,
2991,3853,893962.27,328690.95,2023-01-13
2992,2031,615151.4,129017.15,2024-08-18
2993,4892,560618.16,734727.1,2022-11-03
2994,688,20006.77,894642.43,2023-03-31
2995,1384,,115059.69,2024-03-04
2996,2098,284746.67,601101.84,2025-10-07
2997,3156,290265.86,934224.98,2024-04-01
2998,796,640283.25,741381.49,2025-05-25
2999,2792,594051.16,618162.46,2023-05-15
3000,1954,670736.98,703314.56,2023-05-24
3001,3587,533630.46,762491.33,2022-10-05
3002,430,904646.44,25923.2,2023-08-10
3003,2207,671688.33,830900.22,2022-09-20
3004,2650,613674.17,832280.82,2022-11-27
3005,2877,543503.29,358401.04,
3006,1091,,861213.04,
3007,3935,228778.49,245497.1,
3008,4264,941103.21,,2024-07-11
3009,2342,412396.47,202669.65,2024-11-27
3010,4012,346219.25,81046.81,2026-02-10
3011,561,109653.29,685118.36,2025-02-05
3012,196,118306.07,729815.32,2023-01-09
3013,2098,745605.15,45450.56,2024-06-13
3014,4940,171648.66,557715.27,2024-01-17
3015,4563,164356.14,459400.09,2023-08-27
3016,3996,593390.68,39950.09,2023-09-24
3017,1129,749710.5,609864.16,2026-09-28
3018,4574,503148.02,197471.62,2022-12-24
3019,2087,907383.93,106078.21,2025-10-07
3020,2306,236006.81,604984.91,2024-09-15
3021,1647,347352.25,339090.74,2026-05-09
3022,122,641665.61,185229.06,2023-10-25
3023,4095,965345.83,619895.86,
3024,2848,197460.46,956783.89,2026-01-12
3025,2329,916427.01,,2024-06-04
3026,4562,618729.38,417275.11,2025-10-13
3027,3715,665666.9,191576.27,2025-01-30
3028,4439,661203.27,128469.69,
3029,3670,164229.87,945882.29,2024-07-15
3030,2453,351400.32,774132.15,2024-01-15
3031,4712,554003.75,1379.42,2024-08-18
3032,3367,,712164.22,2026-03-01
3033,1763,812593.84,721537.81,2023-04-26
3034,4522,868487.94,901316.03,2025-05-17
3035,4790,37200.14,420089.25,2024-03-26
3036,2068,,303847.86,2022-07-06
3037,2821,832382.01,309954.15,2025-06-22
3038,569,429096.62,223508.6,2024-05-04
3039,1175,456927.78,571786.03,2023-05-10
3040,4531,203983.44,425456.95,2023-11-22
3041,4024,113836.05,290629.04,2023-07-10
3042,3835,399026.28,487431.75,2025-08-09
3043,1200,952926.23,616474.23,2023-07-05
3044,3940,941040.98,318678.75,2026-06-14
3045,2144,529603.34,,2025-11-16
3046,230,811208.55,200146.64,2026-08-20
3047,4266,596171.46,43183.52,2026-11-14
3048,3989,712464.36,531685.74,2022-09-09
3049,1123,50990.48,924509.98,2024-01-04
3050,3567,675483.93,371780.47,2026-03-12
3051,1991,699730.14,845926.57,2025-10-22
3052,1369,657655.65,70068.8,2024-11-06
3053,2302,402601.01,935089.76,2026-07-07
3054,776,932676.38,849555.44,2023-08-18
3055,1454,946364.17,882744.46,2026-12-26
3056,4657,280394.4,856963.81,2025-05-05
3057,4750,938694.57,613172.8,
3058,4072,967428.48,171206.77,2023-04-22
3059,578,99468.73,203777.91,2023-10-29
3060,2300,415567.34,503476.31,2026-05-17
3061,4793,445786.68,,2025-03-12
3062,3052,507383.35,825729.0,2023-07-06
3063,806,309627.49,294557.52,2026-01-02
3064,2821,970535.82,670674.93,2023-05-18
3065,407,991451.53,717451.53,2026-12-27
3066,4454,908933.5,131257.18,2025-11-29
3067,3065,663939.72,35433.77,2024-06-01
3068,3942,527891.55,998846.71,2022-11-26
3069,2914,684642.0,160099.27,2025-04-27
3070,4343,55334.21,587084.59,2024-11-02
3071,4341,329283.11,557747.45,2022-08-02
3072,1061,764074.25,777298.91,2025-08-19
3073,3151,823331.76,914819.94,2026-03-13
3074,2417,675509.49,23374.58,2024-02-23
3075,3718,600030.23,307693.86,2023-10-15
3076,4849,358138.81,339645.97,2022-09-19
3077,2904,181596.02,357426.37,2024-07-10
3078,3733,879563.43,526945.16,2022-11-05
3079,2171,933135.48,99651.42,2024-07-25
3080,4950,281597.16,621773.35,2024-11-17
3081,3257,417973.83,945577.09,2024-02-26
3082,2401,383220.18,860395.18,2024-08-26
3083,1324,799361.15,933506.56,2023-05-21
3084,4841,425334.08,673381.3,2024-07-20
3085,1782,834611.21,895336.37,2022-07-08
3086,2165,855149.7,783017.04,2025-11-17
3087,4183,264206.31,80114.71,2024-11-30
3088,4813,503420.94,364088.33,2024-07-20
3089,4790,776272.7,827063.48,2025-04-21
3090,3536,628614.51,689536.77,
3091,210,463633.23,896515.94,2023-11-24
3092,2315,895857.1,229345.82,2023-12-01
3093,1674,771463.87,,2026-05-22
3094,3296,153811.45,545320.39,2022-11-12
3095,4080,193811.13,65464.75,2022-11-25
3096,2188,276508.73,925229.86,2023-09-22
3097,3843,982878.93,605973.91,2026-07-02
3098,3459,725660.85,896539.74,2023-07-21
3099,3124,647945.98,953050.94,2022-11-21
3100,2035,145047.45,44936.22,2025-10-16
3101,3678,818539.48,335164.94,
3102,562,355453.72,12651.84,2026-05-29
3103,4070,60359.26,833720.77,2025-03-27
3104,4332,132435.51,619201.48,2026-06-30
3105,1008,479522.95,893389.76,
3106,4380,682030.18,844219.36,2025-01-28
3107,2214,920006.64,585986.73,2023-02-23
3108,1149,902678.16,676551.79,2025-06-07
3109,1309,843047.09,330275.93,2026-12-12
3110,1788,52403.76,909888.31,2025-10-06
3111,4497,125072.31,24419.96,
3112,2638,326781.62,60193.24,2026-01-20
3113,1431,279220.34,704610.43,2026-05-23
3114,3164,693122.55,928471.22,2023-06-04
3115,3487,419731.53,860905.63,2022-11-26
3116,3515,572213.24,893446.08,2024-05-22
3117,3196,406473.36,61235.41,2026-03-08
3118,1957,954207.86,85852.29,2026-10-12
3119,3638,747794.6,243919.52,2022-12-05
3120,4964,980398.1,750643.87,2023-02-08
3121,853,902572.62,687722.52,2025-12-15
3122,3150,444822.12,316855.6,2024-10-21
3123,3629,243460.73,381975.22,2025-03-19
3124,307,831328.44,77815.86,2026-06-03
3125,3760,99398.28,188322.36,2023-08-08
3126,558,892086.67,722781.75,2025-09-12
3127,1305,254947.9,396447.92,2026-12-12
3128,640,753661.76,56256.87,2024-02-20
3129,4878,66881.06,662941.89,2024-09-28
3130,3117,203216.08,21097.57,2023-12-25
3131,2824,247617.89,253731.05,2022-11-27
3132,4267,884664.3,,2023-07-19
3133,1148,840443.94,970098.3,2025-03-16
3134,4286,74878.65,487156.65,2025-08-07
3135,3562,415164.03,226673.01,2025-04-29
3136,4301,960364.28,585417.51,2025-09-12
3137,1650,560938.71,861107.37,2025-03-06
3138,2862,77925.05,343584.1,2024-02-21
3139,4039,391944.47,458100.52,2023-01-03
3140,2709,639903.81,559384.9,2026-02-13
3141,1341,135292.09,143279.35,2024-10-17
3142,3797,565902.92,999015.04,2026-08-08
3143,2669,593427.28,160000.59,2022-11-13
3144,4893,224614.44,26350.76,2024-10-19
3145,815,,523553.88,2025-04-20
3146,3392,767370.65,605721.47,2026-01-25
3147,2222,847230.6,848921.62,2023-09-20
3148,1209,310453.79,245629.25,2026-12-14
3149,2055,162192.82,565828.44,2024-04-25
3150,126,60636.48,488310.23,2025-06-28
3151,3416,738050.06,803967.73,2023-12-07
3152,775,949134.84,292868.64,2023-02-26
3153,3600,531540.42,347242.31,2023-08-05
3154,1618,439456.26,4778.83,2022-08-04
3155,315,187599.42,267888.9,2026-08-22
3156,909,944766.72,118803.97,2023-03-04
