idtransaccion,idcuentaorigen,idcuentadestino,monto,fecha,estadotransaccion
2468,2245,2503,983123.69,2026-04-14,False
2469,2154,3548,653062.99,2026-01-13,True
2470,1600,776,606998.59,2023-12-14,False
2471,3350,2665,805567.5,2024-09-13,False
2472,3324,4052,14237.84,2024-01-07,False
2473,2769,1102,493952.99,2025-04-22,True
2474,2144,3812,309168.41,2026-05-31,False
2475,4138,192,490686.92,2026-03-13,False
2476,1679,1949,0.0,2025-07-25,False
2477,911,2533,61216.19,2026-05-09,True
2478,2738,1925,694794.05,2023-07-09,False
2479,2944,1307,333910.08,2024-06-17,False
2480,4860,1645,920573.41,2025-10-20,False
2481,3424,4521,376401.2,2024-10-11,False
2482,4485,2928,42506.44,2026-04-13,True
2483,985,2400,51862.18,2026-12-08,True
2484,3225,756,543496.32,2023-09-22,False
2485,4945,3482,941402.03,2026-03-24,True
2486,3457,3220,708379.35,2024-06-13,False
2487,4105,4917,957135.72,2024-05-08,True
2488,2203,2348,344126.19,2025-02-06,True
2489,4283,2406,257626.19,2023-07-06,True
2490,1415,1105,653227.23,2026-01-08,False
2491,1309,2641,217295.7,2026-05-31,True
2492,4288,4866,560668.4,2022-08-20,True
2493,913,4417,128831.71,2024-04-23,False
2494,707,4444,612275.49,2025-06-23,True
2495,3062,3878,94548.47,2025-03-14,True
2496,4524,1780,56879.07,2026-05-31,True
2497,878,1687,913877.62,2024-05-13,False
2498,854,4891,393162.08,2023-07-03,True
2499,241,2372,737210.03,2023-06-03,True
2500,2456,533,33275.75,2023-03-21,False
2501,3771,1687,69031.0,2022-07-27,False
2502,3230,2623,98471.27,2024-11-19,True
2503,2436,1097,130938.17,2026-10-05,True
2504,3919,704,158753.27,2025-05-12,True
2505,1478,4100,431503.86,2023-05-13,False
2506,4405,3337,269981.61,2023-02-17,True
2507,2316,1839,340395.61,2024-10-22,True
2508,2474,3950,119642.64,2022-10-06,False
2509,956,972,174627.19,2023-04-20,True
2510,421,3874,35696.42,2026-06-26,True
2511,4254,652,320920.8,2024-04-04,True
2512,258,419,965415.08,2023-10-20,True
2513,2421,2025,808651.45,2023-05-27,True
2514,3209,1335,291280.02,2024-08-17,True
2515,979,6,249471.2,2023-08-06,True
2516,25,4733,598006.64,2024-02-29,True
2517,2289,4224,930877.64,2024-09-24,True
2518,3271,795,913797.05,2025-03-25,True
2519,4009,4669,381403.09,2023-04-11,False
2520,1125,3507,879221.1,2025-04-22,True
2521,257,3746,0.0,2025-10-28,True
2522,2153,2217,177085.99,2024-05-29,False
2523,4656,2968,41143.72,2025-12-25,True
2524,4359,3515,912334.63,2024-09-24,False
2525,3814,4179,891411.5,2026-05-31,True
2526,3139,2828,221696.33,2025-06-25,True
2527,4256,2334,627003.54,2022-09-26,True
2528,222,4013,590992.98,2026-08-30,False
2529,767,3320,170768.3,2023-09-21,True
2530,4878,3070,86230.07,2025-08-07,True
2531,461,867,176562.52,2026-05-31,True
2532,1646,3240,155378.59,2024-10-24,False
2533,2696,4002,686648.46,2023-08-16,True
2534,485,2983,708197.78,2023-01-12,False
2535,4945,4534,177434.61,2022-12-20,True
2536,1333,3148,454728.95,2026-12-18,True
2537,3620,4300,674108.12,2023-05-05,True
2538,3980,1612,234779.19,2023-09-27,False
2539,1434,3132,614413.15,2026-01-27,True
2540,2049,2902,608255.72,2026-02-19,False
2541,2761,146,817224.72,2024-02-13,True
2542,1554,3777,228684.1,2025-02-24,False
2543,2159,4063,927942.42,2025-03-14,False
2544,2290,3169,127759.3,2023-01-21,False
2545,4305,2739,635848.03,2025-07-04,False
2546,1454,3097,611614.89,2024-05-13,True
2547,74,2952,65820.43,2024-03-20,True
2548,2943,4518,949730.46,2026-08-30,True
2549,2194,1850,533712.35,2026-01-24,True
2550,1572,2648,0.0,2026-05-31,False
2551,3597,1005,118148.69,2025-08-29,False
2552,4287,2782,374237.23,2023-04-01,True
2553,401,4730,897829.0,2026-05-31,False
2554,951,922,145352.37,2026-04-02,True
2555,2571,361,0.0,2023-10-23,False
2556,3850,1519,594566.36,2026-08-31,True
2557,260,3580,208742.83,2024-05-17,False
2558,1378,1777,549696.66,2024-10-15,True
2559,2837,2082,638481.54,2026-03-02,True
2560,2266,3674,736864.39,2025-05-27,False
2561,111,1683,661690.19,2025-02-08,False
2562,4271,4168,576451.93,2023-02-28,False
2563,3421,3259,922302.16,2025-06-20,False
2564,3342,2422,457009.38,2025-08-11,False
2565,4107,674,971421.73,2025-03-14,False
2566,78,828,42291.88,2025-04-04,True
2567,4155,268,290459.0,2022-07-14,True
2568,4382,129,485036.05,2025-11-06,False
2569,2452,4090,37211.52,2025-10-08,True
2570,230,3823,724291.6,2026-10-28,True
2571,3817,2114,193350.8,2023-03-20,False
2572,2723,3914,566386.41,2026-08-20,True
2573,2147,2130,483290.01,2022-10-26,True
2574,4894,4906,564493.67,2025-01-27,False
2575,4672,655,228185.84,2025-11-23,False
2576,2275,2009,338976.91,2026-10-25,False
2577,3841,3234,521509.14,2024-12-17,True
2578,203,3056,359339.46,2026-05-31,False
2579,3948,3405,797790.72,2026-06-25,False
2580,3737,2916,489572.08,2022-09-16,False
2581,3803,2771,422058.85,2025-01-19,False
2582,4448,4744,369760.33,2023-09-11,True
2583,4509,3658,448062.27,2026-05-31,True
2584,1145,2415,251593.59,2026-05-31,False
2585,3599,3559,336149.94,2026-02-26,True
2586,4701,3330,837016.86,2023-03-07,False
2587,1135,3635,512409.35,2023-12-22,True
2588,778,809,222336.26,2024-01-01,True
2589,544,298,206026.9,2024-02-03,False
2590,862,4206,496175.78,2023-07-25,True
2591,1092,3159,194405.36,2026-02-03,False
2592,4829,1471,161766.1,2023-02-08,False
2593,4537,338,431366.37,2026-11-18,False
2594,2080,2958,444555.6,2026-11-18,True
2595,3662,1776,808984.07,2022-12-22,True
2596,3801,1659,219767.96,2022-08-28,False
2597,782,2286,301232.06,2025-07-17,False
2598,1779,1636,112398.36,2025-09-19,False
2599,4855,4837,920579.77,2026-07-06,False
2600,647,1302,278012.8,2022-10-02,True
2601,4548,4154,70308.79,2025-04-20,True
2602,151,3748,50511.57,2023-08-17,False
2603,3364,794,103789.53,2023-08-12,False
2604,1306,1764,423965.15,2025-10-13,False
2605,4758,2518,94789.32,2022-08-17,False
2606,3030,444,668685.11,2025-03-14,True
2607,3954,1222,188132.05,2026-09-07,True
2608,1433,3357,705608.56,2026-09-09,False
2609,146,3202,742656.07,2025-11-12,False
2610,1574,879,73610.76,2025-12-28,False
2611,3410,2652,9599.54,2026-05-24,False
2612,2022,894,490143.26,2026-05-18,False
2613,1882,657,887045.61,2026-07-21,False
2614,3020,371,771978.0,2022-11-12,False
2615,573,2063,715530.67,2025-03-20,True
2616,555,737,823587.69,2025-10-21,True
2617,544,4043,597638.06,2024-09-13,True
2618,4586,2302,404026.71,2023-01-13,False
2619,4831,1530,662869.69,2024-10-24,False
2620,501,1822,524410.99,2022-07-19,False
2621,3748,2985,475018.97,2025-05-31,True
2622,4299,3968,656965.5,2022-07-19,True
2623,3103,3683,531126.33,2023-06-25,True
2624,2549,644,46122.75,2026-07-06,False
2625,93,1132,0.0,2023-01-09,False
2626,1135,1448,743424.43,2026-05-31,True
2627,1624,4778,555035.19,2023-06-12,True
2628,3599,2490,810984.53,2023-11-05,False
2629,2409,2017,139413.32,2024-10-23,False
2630,793,4738,107347.83,2024-05-10,False
2631,4279,1955,32978.17,2024-04-02,False
2632,4342,3066,660358.76,2025-03-03,True
2633,780,3368,412940.64,2026-07-04,True
2634,2905,4255,621073.98,2022-09-24,False
2635,2453,2782,247598.34,2025-12-31,True
2636,4490,3314,142113.11,2026-12-06,False
2637,1439,1252,47000.17,2026-12-30,False
2638,1314,1965,127930.04,2026-05-31,False
2639,3787,4806,175429.3,2023-07-21,True
2640,2885,3905,0.0,2026-09-07,True
2641,1254,433,320861.91,2025-04-13,True
2642,240,4341,904393.05,2025-11-22,True
2643,4522,3372,395258.44,2025-06-09,True
2644,2431,3621,635566.82,2026-04-12,False
2645,4279,1691,408544.63,2022-09-18,False
2646,2059,2580,815831.33,2025-07-19,False
2647,1678,4804,994496.42,2023-12-15,False
2648,3751,501,351765.66,2025-09-19,False
2649,3458,4298,895595.81,2024-06-03,False
2650,4506,4838,520646.75,2024-03-18,True
2651,3347,3473,748916.08,2022-08-01,True
2652,4608,1065,723498.39,2024-01-16,True
2653,4204,964,727526.12,2025-04-08,False
2654,3477,923,708424.02,2024-09-23,False
2655,4751,1861,544813.42,2023-10-25,True
2656,3228,1043,54905.18,2025-11-27,True
2657,3581,1915,352471.48,2023-10-19,False
2658,2969,3379,689425.23,2023-08-03,True
2659,624,2977,697351.1,2023-07-23,False
2660,1877,1680,719345.0,2025-01-21,True
2661,804,1250,0.0,2025-05-05,True
2662,2903,797,976093.4,2024-11-07,False
2663,3192,3279,793395.34,2023-06-27,False
2664,4644,1920,34941.58,2022-11-15,True
2665,1996,4945,377101.61,2026-05-28,True
2666,3560,559,397147.46,2023-06-24,False
2667,1299,919,453845.39,2025-02-24,False
2668,42,4247,675413.26,2026-06-02,False
2669,3559,4813,144598.48,2025-06-21,True
2670,3775,280,448823.07,2026-08-07,False
2671,3318,1464,449748.42,2025-11-23,True
2672,2151,4456,557865.85,2024-07-07,True
2673,2958,3743,631553.22,2026-01-28,False
2674,1574,39,574814.38,2022-09-03,True
2675,211,4844,692246.99,2025-12-06,True
2676,703,3415,264400.33,2023-02-22,False
2677,4908,3533,97510.64,2025-05-08,True
2678,2056,855,136896.16,2023-11-08,True
2679,590,4683,539329.37,2023-08-21,True
2680,4595,1263,87298.2,2023-07-13,True
2681,1198,419,292725.39,2025-04-07,True
2682,1215,1513,211020.94,2025-06-17,True
2683,3565,3747,591994.08,2024-03-03,False
2684,3448,1998,292158.36,2024-05-14,True
2685,3039,1330,41324.49,2022-08-31,False
2686,3660,2575,907177.71,2023-06-01,True
2687,4522,2838,614923.88,2025-08-03,True
2688,1647,1074,687585.41,2024-04-01,True
2689,3542,3044,257546.76,2026-06-22,False
2690,3759,4798,144324.88,2023-10-05,True
2691,97,511,150832.79,2022-07-18,True
2692,2244,589,302150.35,2023-04-25,True
2693,1073,1159,418874.88,2024-05-21,False
2694,1167,3662,717612.41,2022-08-16,False
2695,4492,1459,0.0,2026-12-19,False
2696,4443,3625,575081.37,2025-12-22,False
2697,2365,3945,499074.26,2024-10-10,False
2698,4013,3097,443884.82,2024-05-18,False
2699,1450,4655,44656.53,2023-10-22,True
2700,367,652,969310.39,2023-03-02,False
2701,79,2833,572663.09,2025-03-14,False
2702,875,4620,46250.75,2024-05-21,False
2703,3340,3225,593012.63,2025-04-29,False
2704,4287,240,91947.89,2026-05-31,False
2705,599,2807,912333.76,2026-09-02,True
2706,2106,4823,811440.1,2025-10-07,False
2707,557,2370,548736.31,2026-05-31,False
2708,2754,4731,643526.69,2026-09-28,True
2709,2965,1521,665036.11,2026-03-28,True
2710,2338,4269,471203.43,2024-07-09,True
2711,4088,2818,177578.16,2025-11-07,True
2712,4111,3615,151259.88,2026-10-30,True
2713,1698,2732,721118.03,2026-05-30,False
2714,2840,102,372227.27,2022-08-28,False
2715,102,3633,138079.17,2025-05-24,False
2716,4037,1018,607589.83,2026-11-01,False
2717,1008,2171,245357.33,2026-11-29,False
2718,1048,4092,261877.01,2025-04-25,False
2719,4272,486,549634.38,2026-05-14,False
2720,1808,2049,264378.84,2025-10-29,False
2721,754,2466,531040.29,2024-01-19,False
2722,1785,4950,987880.33,2022-10-18,False
2723,413,4462,123750.79,2024-09-20,False
2724,4619,2137,0.0,2026-02-07,True
2725,3232,2806,5904.5,2024-10-08,True
2726,858,2131,654141.96,2024-03-22,False
2727,4699,3832,331933.98,2025-12-30,True
2728,3361,2936,80380.44,2026-07-09,False
2729,2232,2020,319018.56,2023-09-20,True
2730,4627,1742,642829.99,2025-08-22,False
2731,883,4949,269771.47,2024-11-03,True
2732,1228,2588,850215.83,2026-01-20,True
2733,3100,4667,398664.27,2024-12-02,True
2734,3106,4412,305287.71,2026-11-16,False
2735,4842,1884,51873.86,2024-08-23,True
2736,4338,1067,856751.67,2023-11-25,False
2737,3641,4455,894779.17,2025-07-30,True
2738,141,3957,241176.27,2026-10-29,True
2739,793,2997,425539.16,2024-06-23,False
2740,3244,2736,344441.99,2026-02-23,False
2741,2562,2256,371055.68,2025-05-22,False
2742,4302,816,438739.83,2026-05-31,True
2743,2937,963,367780.82,2023-02-03,True
2744,4527,84,487477.22,2024-08-27,False
2745,4702,1404,197484.52,2024-04-06,False
2746,2127,753,351302.39,2023-11-28,True
2747,3602,2954,230722.36,2026-09-03,True
2748,160,2691,222830.79,2025-12-28,True
2749,1050,3781,537278.78,2023-05-05,True
2750,4140,2953,63002.95,2025-07-24,False
2751,203,1672,779208.96,2025-11-01,False
2752,227,3732,419014.82,2025-11-10,False
2753,3773,1766,0.0,2025-06-22,False
2754,431,3746,868383.35,2026-05-31,True
2755,4463,2120,31177.64,2024-02-02,False
2756,4308,3935,48717.35,2022-07-11,False
2757,3195,2839,717995.04,2023-05-04,True
2758,4435,2669,367443.16,2026-07-10,True
2759,4613,4251,200779.09,2022-12-09,False
2760,3639,1018,155623.17,2023-08-31,False
2761,1663,808,56259.05,2023-05-11,False
2762,2622,889,61016.83,2026-03-25,False
2763,3682,2607,56473.3,2024-12-29,True
2764,185,1627,296701.17,2025-04-16,True
2765,684,4508,659238.27,2024-11-16,True
2766,996,3543,559445.09,2023-10-27,False
2767,733,2234,463455.82,2025-02-19,True
2768,3329,1045,726414.3,2025-02-19,False
2769,2627,4933,71052.31,2025-10-29,True
2770,461,4598,384405.71,2023-09-26,True
2771,1832,1111,854177.26,2022-11-10,False
2772,3489,54,406716.36,2023-01-31,True
2773,2782,1866,469185.49,2023-04-25,False
2774,4403,303,933582.64,2025-04-12,False
2775,4309,3619,853455.8,2024-07-15,False
2776,3124,4065,761468.67,2024-10-03,False
2777,3374,3652,859213.46,2022-08-04,True
2778,2140,3311,613870.72,2026-11-11,True
2779,1483,3998,867840.78,2024-08-10,False
2780,4999,2483,752059.5,2026-08-10,False
2781,4743,4173,842608.05,2022-08-11,False
2782,1897,3419,542369.22,2022-11-08,True
2783,1957,3754,346307.82,2022-09-18,False
2784,1151,1461,168992.63,2025-04-23,False
2785,1058,2510,838236.77,2026-02-22,False
2786,125,2335,221801.68,2023-10-25,False
2787,2325,2926,547808.35,2024-02-12,True
2788,237,7,352284.51,2024-06-11,False
2789,2466,1005,740679.38,2024-12-27,False
2790,3233,840,444957.51,2025-04-13,False
2791,255,1586,0.0,2024-01-21,False
2792,1292,2,289777.04,2023-01-03,True
2793,408,2244,515728.59,2024-05-26,False
2794,4551,3360,56835.87,2024-10-25,True
2795,3511,2170,35131.89,2026-01-27,False
2796,3124,4020,85739.74,2022-12-11,False
2797,4332,808,374190.5,2024-12-23,False
2798,316,1828,964284.14,2024-08-25,False
2799,4723,4865,68982.88,2024-08-22,False
2800,2464,2285,903162.55,2026-05-08,False
2801,699,220,196848.74,2023-12-08,True
2802,435,1329,70603.67,2026-11-02,True
2803,2957,757,170400.13,2023-02-11,False
2804,2895,4275,535138.75,2026-08-11,True
2805,76,2132,19003.33,2024-09-23,False
2806,477,1251,0.0,2025-06-27,True
2807,4264,3976,551396.52,2026-11-21,True
2808,2474,1466,542222.79,2024-11-01,False
2809,1420,3952,0.0,2024-10-15,True
2810,3991,4899,191307.37,2023-02-24,False
2811,466,4237,176295.79,2025-12-24,True
2812,121,3166,951688.64,2023-06-26,True
2813,4356,2398,135355.29,2026-01-09,False
2814,2865,2929,584740.92,2026-02-10,True
2815,2120,3544,199755.23,2023-01-13,False
2816,1580,608,0.0,2025-07-19,False
2817,4997,644,825741.03,2026-06-10,False
2818,3345,2784,557226.51,2024-02-01,False
2819,4142,4789,904163.37,2022-07-07,False
2820,2725,3931,666683.57,2025-01-27,True
2821,421,4161,438872.72,2023-03-23,True
2822,834,4587,635994.43,2026-06-27,True
2823,2706,1524,0.0,2025-04-15,True
2824,2754,2244,988265.07,2026-12-05,True
2825,949,2045,324646.81,2024-07-17,False
2826,1263,790,273572.13,2026-04-13,True
2827,4732,4464,17803.91,2025-07-21,False
2828,4932,4365,958901.97,2026-03-23,True
2829,674,2797,494306.79,2024-07-17,False
2830,3094,3968,631313.5,2022-12-22,False
2831,3638,729,283919.08,2025-08-16,False
2832,4367,2660,842265.37,2025-04-12,False
2833,4678,352,405366.84,2026-01-16,True
2834,719,2570,818521.97,2025-03-23,True
2835,4490,1311,970007.37,2023-02-06,False
2836,3447,4626,469831.06,2026-05-31,False
2837,3146,3049,862375.79,2026-05-21,True
2838,4398,337,840782.94,2026-05-16,True
2839,485,3954,420643.76,2025-03-14,False
2840,4132,1079,644038.09,2024-07-08,False
2841,4778,1817,0.0,2022-10-22,True
2842,759,4769,507113.14,2023-03-10,False
2843,3557,4838,0.0,2025-05-23,False
2844,3824,3885,899010.44,2026-08-04,True
2845,4614,1671,512339.56,2022-09-02,True
2846,3333,4957,769344.06,2022-08-09,True
2847,1200,4034,24541.69,2025-09-22,True
2848,3172,769,158087.67,2023-01-24,False
2849,1933,1897,869636.84,2025-06-01,True
2850,3063,106,239285.0,2023-06-27,True
2851,3966,1522,374740.62,2024-08-09,True
2852,4556,2620,0.0,2022-08-05,True
2853,3421,3273,530356.02,2022-07-12,False
2854,2751,11,406138.03,2026-01-17,True
2855,897,1896,643061.53,2026-04-15,True
2856,4052,1373,94551.3,2025-05-13,False
2857,4884,1242,603210.26,2022-07-26,True
2858,1746,2651,309725.33,2022-10-09,True
2859,3258,4019,634827.51,2026-05-31,True
2860,3453,2000,315548.58,2024-01-10,False
2861,1672,838,780711.96,2026-08-18,False
2862,2869,3361,371616.18,2023-02-13,False
2863,1328,2124,645236.0,2024-06-09,False
2864,4877,4353,512405.76,2023-09-21,False
2865,952,3944,328226.09,2025-12-28,True
2866,174,1326,903799.3,2026-07-13,True
2867,512,2224,151694.46,2023-11-06,False
2868,4495,4519,405284.05,2025-10-12,False
2869,68,234,848008.34,2026-05-31,False
2870,4355,4091,196065.36,2024-12-14,True
2871,916,3567,902201.36,2024-12-15,True
2872,3805,1808,230999.06,2022-11-06,True
2873,752,1773,438632.84,2024-09-17,False
2874,4517,59,38313.81,2026-12-23,False
2875,4785,1622,373316.69,2026-05-31,False
2876,315,3054,0.0,2025-10-16,False
2877,1771,2273,636793.52,2022-07-05,True
2878,263,761,437686.84,2025-06-03,True
2879,4500,915,882566.87,2026-09-05,False
2880,2030,3634,181594.93,2024-11-24,False
2881,1714,1095,6389.39,2026-01-01,True
2882,2758,4742,782612.07,2026-11-23,False
2883,1220,299,211030.2,2026-07-14,True
2884,4158,731,600819.34,2024-07-10,False
2885,2457,464,540317.02,2022-07-05,False
2886,2921,3402,526013.29,2025-07-25,True
2887,4229,4742,303616.46,2026-04-15,True
2888,3084,2898,878919.35,2025-01-05,False
2889,4382,3898,867507.27,2023-02-13,True
2890,3695,3731,685817.71,2026-04-24,False
2891,1988,3556,903522.62,2024-03-01,True
2892,574,3174,440302.6,2025-04-03,False
2893,1442,306,217254.35,2025-02-22,False
2894,2695,4013,4643.83,2024-02-21,False
2895,1440,474,527352.91,2026-05-31,True
2896,2510,1361,287746.76,2026-05-31,True
2897,982,3623,851079.99,2025-05-27,False
2898,1205,1821,489206.81,2026-05-31,True
2899,957,898,446578.85,2023-03-07,True
2900,105,1612,469941.47,2022-07-09,True
2901,949,3423,87985.41,2023-02-25,False
2902,3986,1233,760032.01,2025-04-03,True
2903,2591,3027,137203.14,2026-03-25,True
2904,2539,2479,127605.89,2023-09-12,True
2905,2800,1326,405438.86,2025-05-23,False
2906,4662,3527,0.0,2026-03-27,True
2907,219,845,349873.62,2026-05-21,True
2908,358,4182,719408.78,2024-02-03,True
2909,1681,1522,190707.93,2024-06-25,True
2910,2407,1352,0.0,2024-12-28,False
2911,4164,2532,2838.4,2025-02-11,False
2912,1906,2096,386222.01,2026-06-26,False
2913,2891,1318,409892.13,2025-10-08,True
2914,2866,569,800628.66,2024-05-20,False
2915,3953,922,9802.03,2026-05-31,True
2916,4889,4076,816009.2,2026-02-05,False
2917,3511,2515,335092.62,2026-11-09,False
2918,4624,4733,29227.48,2023-11-18,False
2919,3412,4648,476114.43,2025-09-26,True
2920,291,1076,452585.1,2026-05-31,False
2921,3106,1252,636225.14,2025-11-04,False
2922,2009,3608,784844.1,2025-08-27,False
2923,707,1014,456953.31,2026-05-31,False
2924,61,3783,204300.91,2024-12-23,True
2925,3788,1738,192957.35,2026-05-31,True
2926,1829,2695,772561.4,2022-12-20,True
2927,2354,276,484419.24,2025-03-15,True
2928,4853,627,359784.65,2024-02-12,False
2929,3914,1425,941217.33,2026-02-18,False
2930,3490,154,230341.08,2024-08-02,True
2931,541,4154,146844.81,2024-03-02,True
2932,630,2069,428490.62,2022-07-06,False
2933,1238,594,400314.54,2026-05-31,True
2934,3276,4049,482172.41,2024-02-25,True
2935,2514,259,823939.89,2024-08-17,True
2936,1506,4081,644889.43,2023-03-02,False
2937,2388,4212,700599.77,2024-01-22,True
2938,2634,1429,335322.62,2025-10-08,False
2939,190,4499,285883.93,2025-06-11,False
2940,1148,2799,702996.07,2023-05-31,True
2941,4331,18,0.0,2024-01-01,True
2942,3881,4126,325752.4,2023-01-18,False
2943,657,2418,75180.69,2025-05-22,False
2944,1924,600,957246.08,2023-09-21,True
2945,3399,1161,599830.97,2024-10-26,True
2946,2361,4422,837225.52,2026-05-31,True
2947,2002,3651,794717.5,2022-07-19,False
2948,2977,1730,61635.27,2023-07-19,True
2949,151,1734,310140.31,2023-01-08,True
2950,35,2180,17126.66,2024-06-30,False
2951,4762,2150,673062.76,2024-02-03,False
2952,2379,4037,100356.69,2023-09-01,True
2953,2363,4188,857143.43,2024-08-13,True
2954,3325,2651,796603.98,2026-06-07,False
2955,1810,4067,35966.07,2026-05-23,False
2956,3589,2608,0.0,2025-12-13,False
2957,4513,4880,487837.03,2025-10-21,True
2958,1580,4077,160001.04,2024-05-20,True
2959,2844,2858,3374.69,2023-11-13,False
2960,2322,3001,134248.44,2025-08-04,True
2961,4050,3572,276857.57,2024-01-23,False
2962,3077,437,305090.61,2025-12-25,False
2963,1844,2113,545583.63,2024-09-11,False
2964,696,987,437997.02,2026-06-27,False
2965,577,3113,578076.34,2024-06-25,True
2966,2114,2847,545196.37,2025-01-11,True
2967,910,404,242977.21,2023-02-15,False
2968,2608,2397,0.0,2025-10-05,False
2969,3584,2631,220544.26,2025-12-09,True
2970,4637,562,479976.06,2026-05-31,True
2971,2867,4567,103574.38,2024-07-02,True
2972,252,1183,0.0,2026-05-31,False
2973,3939,4400,972151.06,2026-11-18,False
2974,1451,4350,986604.99,2026-10-04,False
2975,707,2847,418714.12,2024-11-25,False
2976,2810,1471,144137.62,2024-05-22,True
2977,410,2705,693508.97,2025-09-30,False
2978,369,1883,441745.17,2026-04-17,True
2979,2680,496,207786.05,2025-03-10,False
2980,1882,1734,902952.91,2025-09-29,False
2981,1249,3639,0.0,2024-02-15,True
2982,2235,673,522353.11,2023-02-13,True
2983,4928,1781,390870.41,2026-05-04,True
2984,4709,3765,583735.02,2024-07-10,True
2985,4366,4234,4146.21,2023-04-24,True
2986,2254,2291,867185.07,2025-03-22,True
2987,1343,95,484852.1,2024-08-12,True
2988,1802,4079,0.0,2025-11-26,False
2989,2955,3069,841399.4,2024-08-09,True
2990,627,4558,657756.32,2025-06-15,False
2991,2283,2360,603086.53,2023-07-30,False
2992,2319,3705,143224.34,2024-11-05,False
2993,2460,3191,851017.95,2024-06-05,True
2994,2533,4486,393167.41,2026-01-16,True
2995,979,2897,435597.76,2026-01-15,True
2996,3466,4212,241277.94,2022-11-25,True
2997,2009,3743,999508.98,2025-07-27,True
2998,2473,1840,251032.38,2022-12-07,False
2999,4386,703,397231.65,2023-02-08,False
3000,452,2881,821654.12,2023-02-01,False
3001,148,1882,70799.35,2025-10-15,False
3002,2626,3867,321882.94,2026-07-04,False
3003,3120,1095,263251.2,2024-08-01,False
3004,3455,590,134737.17,2025-08-05,False
3005,2847,3758,936031.44,2023-11-11,True
3006,876,725,414008.79,2023-11-22,True
3007,1123,3774,849113.54,2024-04-12,False
3008,1498,2424,302628.61,2025-10-15,True
3009,2002,144,368602.08,2025-06-29,False
3010,1745,812,891785.11,2023-04-12,False
3011,2204,2967,6655.16,2023-08-20,False
3012,3833,381,810720.94,2025-06-15,False
3013,2778,3940,618950.42,2025-10-16,True
3014,1565,186,961766.01,2025-01-22,True
3015,2020,1641,945712.55,2022-09-05,True
3016,640,752,205702.47,2022-07-06,False
3017,673,1738,249656.37,2025-02-15,True
3018,2818,1303,564636.3,2022-10-06,False
3019,3487,560,918320.97,2024-04-20,True
3020,3951,2482,195405.57,2023-10-04,False
3021,3231,2225,82599.75,2026-12-25,False
3022,3695,2952,709530.21,2023-08-29,True
3023,3851,385,376459.62,2023-04-25,True
3024,2299,4876,841162.23,2024-04-03,False
3025,3536,3072,0.0,2025-10-29,False
3026,316,1773,738537.92,2024-10-19,False
3027,4899,2098,403654.07,2023-11-11,False
3028,4504,2847,0.0,2026-12-30,True
3029,3555,4237,516386.09,2026-10-14,True
3030,1270,519,113348.21,2023-06-27,True
3031,2150,3911,695331.53,2025-07-01,False
3032,2694,2992,971482.77,2024-05-11,False
3033,1140,3532,0.0,2024-03-18,True
3034,2496,803,142677.32,2025-03-27,True
3035,21,4327,139256.2,2023-09-12,False
3036,2576,1213,638162.64,2025-05-08,False
3037,1080,707,628741.02,2023-11-26,True
3038,3372,3512,300709.52,2025-06-18,True
3039,2429,4782,815330.14,2023-02-21,True
3040,2704,2659,94461.78,2024-03-10,False
3041,1942,4770,0.0,2024-05-14,False
3042,1554,2101,162105.58,2025-06-14,False
3043,1790,1985,665490.59,2025-11-21,False
3044,443,4956,60761.99,2023-09-03,True
3045,1106,562,906384.2,2022-07-15,False
3046,2005,4671,782767.83,2025-05-27,True
3047,4137,4449,651257.1,2023-07-19,False
3048,2540,3109,57463.44,2024-03-30,True
3049,284,1493,483298.62,2025-09-27,True
3050,4989,1814,345075.62,2025-08-12,False
3051,1216,364,441284.04,2023-11-22,True
3052,1483,2082,860190.78,2022-12-22,True
3053,2497,4569,330975.35,2024-10-19,True
3054,3066,4950,919719.89,2026-01-14,True
3055,3549,999,440681.72,2023-10-15,False
3056,4201,4634,0.0,2026-06-21,False
3057,517,3275,907403.45,2024-04-08,True
3058,1748,4070,251205.61,2026-04-07,False
3059,4366,2055,625187.91,2026-05-31,True
3060,757,1594,834183.55,2025-10-25,False
3061,3290,2176,624133.81,2025-05-12,False
3062,713,521,603338.88,2026-01-17,False
3063,2303,1785,506339.74,2024-11-29,False
3064,3435,312,699198.63,2024-01-19,False
3065,2541,1594,978052.35,2025-05-07,False
3066,890,2486,323223.31,2022-07-30,True
3067,352,3685,283206.12,2024-05-09,True
3068,2355,1169,478841.47,2023-06-14,False
3069,490,170,839999.48,2023-07-13,False
3070,2764,3187,316936.22,2024-05-16,False
3071,766,2265,781594.36,2026-04-25,False
3072,3915,4669,169804.08,2024-07-29,False
3073,2848,2811,685710.75,2024-03-01,False
3074,3517,4446,532339.7,2024-07-19,False
3075,339,4029,485304.34,2022-12-05,False
3076,2807,1376,294401.09,2024-10-12,False
3077,2885,2539,44095.32,2022-08-19,True
3078,2189,3187,114966.4,2023-05-05,False
3079,1274,2451,64175.42,2024-09-07,False
3080,4,1885,785491.91,2023-11-29,True
3081,3219,3648,73966.1,2024-11-22,False
3082,2111,150,93274.87,2024-04-20,False
3083,3415,1296,115659.27,2025-03-11,True
3084,2553,2753,845954.64,2024-04-27,True
3085,64,1482,517415.79,2025-07-12,True
3086,1355,4309,35094.28,2025-02-25,True
